step,tokens_seen,epoch_frac,loss,perplexity,z_loss,lr_muon,lr_adamw,grad_norm_muon,grad_norm_adamw,mamba_grad_norm,attn_grad_norm,ffn_grad_norm,tokens_per_sec,gpu_mem_mb,peak_gpu_mem_mb,elapsed_s
1280,330140160,0.03432,3.53807,34.4,0.0,0.019982898357467423,0.0002997434753620113,0.17551910877227783,0.10623883455991745,0.15526549235659132,0.07220363440241656,0.039513459641711365,22493.7,1750.8,7924.0,14920.5
1290,332719380,0.03459,3.6113,37.014,0.0,0.01998242083649149,0.00029973631254737236,0.20831112563610077,0.10909142345190048,0.18815181027786915,0.08068670636093425,0.039527832230736665,22493.7,1750.8,7924.0,15035.3
1300,335298600,0.03486,3.59519,36.423,0.0,0.019981936746720077,0.00029972905120080113,0.1658438891172409,0.10883951187133789,0.14659462870591056,0.06615083899179441,0.04116591853389494,22491.7,1750.8,7924.0,15149.8
1310,337877820,0.03512,3.55414,34.958,0.0,0.019981446088507184,0.0002997216913276077,0.24490942060947418,0.10610945522785187,0.2202831723850877,0.09915812715842887,0.04213433484669207,22489.9,1750.8,7924.0,15264.5
1320,340457040,0.03539,3.56366,35.292,0.0,0.01998094886221163,0.0002997142329331744,0.1933351308107376,0.0982973501086235,0.17870493071850563,0.0639361802264188,0.03786311103330487,22488.8,1750.8,7924.0,15379.1
1330,343036260,0.03566,3.59692,36.486,0.0,0.019980445068197038,0.0002997066760229555,0.18053875863552094,0.0999077707529068,0.1684326466291483,0.053980413768307145,0.037147865900514734,22494.5,1750.8,7924.0,15493.6
1340,345615480,0.03593,3.63437,37.878,0.0,0.019979934706831827,0.00029969902060247736,0.19453011453151703,0.10636626929044724,0.15054660501564976,0.11523790532910139,0.043986937666790134,22491.3,1750.8,7924.0,15608.2
1350,348194700,0.0362,3.57985,35.868,0.0,0.019979417778489217,0.00029969126667733824,0.18792271614074707,0.1056237742304802,0.1696355879715143,0.07075037560868416,0.03996608818386941,22494.0,1750.8,7924.0,15722.8
1360,350773920,0.03647,3.59755,36.509,0.0,0.019978894283547242,0.0002996834142532086,0.224163219332695,0.12731879949569702,0.19949007007445824,0.08470406256433749,0.058194157656087556,22498.7,1750.8,7924.0,15837.5
1370,353353140,0.03673,3.50696,33.347,0.0,0.01997836422238873,0.00029967546333583097,0.1853790581226349,0.10633637756109238,0.1501192596996513,0.09952248562121205,0.04464132343154237,22499.6,1750.8,7924.0,15952.1
1380,355932360,0.037,3.491,32.819,0.0,0.01997782759540131,0.0002996674139310196,0.16058672964572906,0.11298248171806335,0.1432833762615144,0.06256400544232311,0.037311876151496885,22505.9,1750.8,7924.0,16080.5
1390,358511580,0.03727,3.61344,37.094,0.0,0.019977284402977413,0.00029965926604466115,0.18548141419887543,0.10556307435035706,0.16777772247790498,0.06944333089071651,0.03882805612543017,22505.4,1750.8,7924.0,16195.0
1400,361090800,0.03754,3.55537,35.001,0.0,0.019976734645514277,0.0002996510196827141,0.1923658400774002,0.10157301276922226,0.1782961920537262,0.06110673686695559,0.03957754678031834,22502.8,1750.8,7924.0,16309.5
1410,363670020,0.03781,3.58579,36.082,0.0,0.01997617832341393,0.0002996426748512089,0.18608853220939636,0.10046408325433731,0.1716883461382328,0.061259513967179574,0.03812156986574179,22499.7,1750.8,7924.0,16424.0
1420,366249240,0.03807,3.51122,33.489,0.0,0.019975615437083215,0.0002996342315562482,0.1728474348783493,0.09550957381725311,0.15992499857444398,0.0549580608852227,0.03666381887981176,22501.4,1750.8,7924.0,16538.6
1430,368828460,0.03834,3.58197,35.944,0.0,0.01997504598693376,0.0002996256898040064,0.16433361172676086,0.10285045206546783,0.14323589896372788,0.07075776439342367,0.03909395143123477,22495.6,1750.8,7924.0,16653.3
1440,371407680,0.03861,3.53581,34.323,0.0,0.01997446997338201,0.0002996170496007301,0.2005130797624588,0.11599692702293396,0.18826379150273106,0.05775696837319907,0.038901566856356685,22498.0,1750.8,7924.0,16767.8
1450,373986900,0.03888,3.58794,36.159,0.0,0.01997388739684919,0.0002996083109527378,0.18176238238811493,0.10198148339986801,0.16609688143795498,0.06363357731712183,0.038330545088480876,22493.0,1750.8,7924.0,16882.4
1460,376566120,0.03915,3.59921,36.569,0.0,0.019973298257761344,0.0002995994738664201,0.2237502783536911,0.10501710325479507,0.21036262331759395,0.06635324501696842,0.03878678470277103,22496.4,1750.8,7924.0,16996.9
1470,379145340,0.03941,3.58729,36.136,0.0,0.0199727025565493,0.0002995905383482395,0.18066252768039703,0.0987912118434906,0.16400519431179647,0.06661435234319969,0.03706950758564757,22490.5,1750.8,7924.0,17111.5
1480,381724560,0.03968,3.51841,33.731,0.0,0.019972100293648695,0.00029958150440473043,0.18794333934783936,0.10923060774803162,0.16027893733355345,0.08916348491279928,0.041956031171196895,22493.9,1750.8,7924.0,17226.1
1490,384303780,0.03995,3.64518,38.29,0.0,0.01997149146949996,0.00029957237204249936,0.2004159390926361,0.11055916547775269,0.17789713890522094,0.08361596738733044,0.04006015288952745,22203.5,1750.8,7924.0,17340.8
1500,386883000,0.04022,3.52369,33.909,0.0,0.019970876084548325,0.00029956314126822485,0.1944057047367096,0.10708841681480408,0.17835328995264604,0.06782807508205414,0.03818860568650211,22501.4,1750.8,7924.0,17455.3
1510,389462220,0.04049,3.66076,38.891,0.0,0.019970254139243814,0.00029955381208865715,0.1960880160331726,0.10377658903598785,0.18033363120494197,0.06650601088273653,0.040109484481930434,22388.2,1750.8,7924.0,17584.3
1520,392041440,0.04076,3.53318,34.233,0.0,0.019969625634041255,0.00029954438451061877,0.16692286729812622,0.10763880610466003,0.13752629880509146,0.08464766231316018,0.04289958737176817,22432.3,1750.8,7924.0,17699.7
1530,394620660,0.04102,3.49259,32.871,0.0,0.019968990569400272,0.00029953485854100403,0.42261940240859985,0.2666313052177429,0.3890003143940224,0.12864046732645953,0.10460365957677223,22327.4,1750.8,7924.0,17814.9
1540,397199880,0.04129,3.58704,36.127,0.0,0.01996834894578528,0.0002995252341867792,0.16638633608818054,0.10727952420711517,0.14565044558436144,0.07112319537174615,0.038386536006561285,21585.1,1750.8,7924.0,17934.1
1550,399779100,0.04156,3.50942,33.429,0.0,0.0199677007636655,0.0002995155114549825,0.16851143538951874,0.10603237897157669,0.1513999283185336,0.06398333525107618,0.0378049074251557,21781.0,1750.8,7924.0,18053.0
1560,402358320,0.04183,3.42383,30.687,0.0,0.019967046023514942,0.00029950569035272414,0.1602282077074051,0.10715332627296448,0.1453651260369981,0.05646143313424461,0.03768136353294667,21778.6,1750.8,7924.0,18172.0
1570,404937540,0.0421,3.44638,31.387,0.0,0.019966384725812414,0.00029949577088718616,0.188628688454628,0.10760586708784103,0.1782282623651121,0.05051394528173333,0.03656768958005975,22328.7,1750.8,7924.0,18290.3
1580,407516760,0.04236,3.51853,33.735,0.0,0.019965716871041515,0.0002994857530656227,0.21590864658355713,0.10694468766450882,0.17471672019571033,0.11791437374382639,0.04754787818873414,22464.8,1750.8,7924.0,18405.0
1590,410095980,0.04263,3.55992,35.16,0.0,0.01996504245969065,0.0002994756368953597,0.17470160126686096,0.10310433059930801,0.1613115997032146,0.05649360815170787,0.037068618628407414,22475.5,1750.8,7924.0,18519.7
1600,412675200,0.0429,3.71059,40.878,0.0,0.01996436149225301,0.0002994654223837951,0.1915191262960434,0.14891566336154938,0.1742754478790843,0.06895096800479619,0.040225552560669266,21550.3,1750.8,7924.0,18636.1
1610,415254420,0.04317,3.53788,34.394,0.0,0.019963673969226582,0.0002994551095383987,0.1596328318119049,0.10871179401874542,0.1318801661584938,0.0807472756914014,0.040330630572450406,22459.9,1750.8,7924.0,18752.8
1620,417833640,0.04344,3.46516,31.981,0.0,0.01996297989111415,0.0002994446983667122,0.17973485589027405,0.1106070727109909,0.15981986262005188,0.07277226544136077,0.03913565569885246,22465.8,1750.8,7924.0,18867.5
1630,420412860,0.0437,3.44668,31.396,0.0,0.019962279258423286,0.00029943418887634925,0.19488871097564697,0.09802769869565964,0.16975843589275605,0.08695149184973683,0.04087306135660268,22478.9,1750.8,7924.0,18996.4
1640,422992080,0.04397,3.35473,28.638,0.0,0.019961572071666357,0.00029942358107499535,0.16273856163024902,0.11009005457162857,0.14949664712224014,0.053393701547094906,0.03669885261441047,22476.7,1750.8,7924.0,19111.0
1650,425571300,0.04424,3.52313,33.89,0.0,0.019960858331360538,0.000299412874970408,0.20544594526290894,0.09712811559438705,0.1910260771143327,0.06657276383637117,0.03771442625335403,22482.7,1750.8,7924.0,19225.7
1660,428150520,0.04451,3.48364,32.578,0.0,0.019960138038027767,0.00029940207057041647,0.18938197195529938,0.11376196146011353,0.1724476481840293,0.06846437219792303,0.038905316553621526,22475.0,1750.8,7924.0,19340.3
1670,430729740,0.04478,3.5175,33.7,0.0,0.0199594111921948,0.00029939116788292195,0.21282140910625458,0.10919415205717087,0.1655442372741279,0.12550644800479918,0.047007419945221486,22477.4,1750.8,7924.0,19454.9
1680,433308960,0.04505,3.65588,38.702,0.0,0.01995867779439317,0.0002993801669158975,0.1706867218017578,0.10830118507146835,0.1549000782168681,0.06162887950425497,0.037781110425978356,22476.9,1750.8,7924.0,19569.6
1690,435888180,0.04531,3.47151,32.185,0.0,0.019957937845159215,0.0002993690676773882,0.1766192466020584,0.10406771302223206,0.15778356145415853,0.06975393617601021,0.03868259511647126,22474.5,1750.8,7924.0,19684.2
1700,438467400,0.04558,3.58301,35.982,0.0,0.019957191345034046,0.0002993578701755107,0.18954245746135712,0.1087661013007164,0.17231342838894553,0.06935284013486451,0.038845825179625836,22471.9,1750.8,7924.0,19799.1
1710,441046620,0.04585,3.55322,34.925,0.0,0.019956438294563585,0.0002993465744184537,0.1470801830291748,0.11875715106725693,0.1259881265665146,0.06550270631694947,0.03879560798294572,22467.2,1750.8,7924.0,19913.7
1720,443625840,0.04612,3.50268,33.204,0.0,0.019955678694298526,0.0002993351804144778,0.19125016033649445,0.1085151880979538,0.16643952631906547,0.0850710701454517,0.04136395859459811,22470.1,1750.8,7924.0,20028.4
1730,446205060,0.04639,3.45678,31.715,0.0,0.01995491254479436,0.00029932368817191533,0.19352981448173523,0.09923967719078064,0.17609959271744904,0.07184741360048555,0.03681981257099181,22473.1,1750.8,7924.0,20143.1
1740,448784280,0.04665,3.66553,39.077,0.0,0.01995413984661137,0.00029931209769917057,0.18424871563911438,0.1166018471121788,0.16804293167231132,0.06534251239926316,0.038655567741041584,22468.2,1750.8,7924.0,20257.8
1750,451363500,0.04692,3.36503,28.934,0.0,0.01995336060031463,0.0002993004090047194,0.16038602590560913,0.10122548788785934,0.14441411779077945,0.05993785290754363,0.03641588306674205,22466.9,1750.8,7924.0,20372.5
1760,453942720,0.04719,3.42604,30.755,0.0,0.019952574806473992,0.00029928862209710987,0.18564078211784363,0.10304351896047592,0.1661985850234533,0.07314517804571022,0.039480067962436804,22481.2,1750.8,7924.0,20501.1
1770,456521940,0.04746,3.47586,32.326,0.0,0.01995178246566411,0.00029927673698496157,0.16944564878940582,0.10297945141792297,0.15058032499627688,0.06868891957447346,0.037233056392412346,22475.5,1750.8,7924.0,20615.8
1780,459101160,0.04773,3.56088,35.194,0.0,0.019950983578464407,0.0002992647536769661,0.16266056895256042,0.11358772963285446,0.14119699250619236,0.07091899122314971,0.03955038061254551,22479.9,1750.8,7924.0,20730.4
1790,461680380,0.04799,3.48405,32.591,0.0,0.019950178145459116,0.0002992526721818867,0.18159283697605133,0.10822619497776031,0.16393511012344517,0.0687946387015181,0.03778693150537196,22484.2,1750.8,7924.0,20845.0
1800,464259600,0.04826,3.48435,32.601,0.0,0.019949366167237245,0.00029924049250855866,0.16521626710891724,0.12014178186655045,0.14579471410246875,0.06806643242279828,0.038184788306625236,22478.5,1750.8,7924.0,20959.7
1810,466838820,0.04853,3.40832,30.214,0.0,0.01994854764439258,0.0002992282146658887,0.16143177449703217,0.10113698989152908,0.14936876966588164,0.05013141353882881,0.03584852302337872,22477.4,1750.8,7924.0,21074.3
1820,469418040,0.0488,3.3177,27.597,0.0,0.019947722577523714,0.0002992158386628557,0.1815691888332367,0.0994892343878746,0.1630813263951179,0.07076770382544231,0.037837350825335236,22481.6,1750.8,7924.0,21189.0
1830,471997260,0.04907,3.53023,34.132,0.0,0.019946890967234007,0.0002992033645085101,0.14829860627651215,0.1205853670835495,0.11597025460451343,0.08351402886575077,0.040052158666311594,22475.0,1750.8,7924.0,21303.7
1840,474576480,0.04934,3.3562,28.68,0.0,0.01994605281413161,0.0002991907922119741,0.17782790958881378,0.10426163673400879,0.1623821370146538,0.062479975690625446,0.037582980628451064,22476.3,1750.8,7924.0,21418.4
1850,477155700,0.0496,3.33312,28.026,0.0,0.019945208118829466,0.000299178121782442,0.1640128791332245,0.10276282578706741,0.14668142454872005,0.06433749614786118,0.036254640238219116,22478.1,1750.8,7924.0,21533.0
1860,479734920,0.04987,3.61601,37.189,0.0,0.019944356881945288,0.0002991653532291793,0.17849843204021454,0.10682310909032822,0.15697260010823538,0.07487007168139291,0.04107074738501045,22476.6,1750.8,7924.0,21647.7
1870,482314140,0.05014,3.43627,31.071,0.0,0.01994349910410159,0.00029915248656152383,0.16277968883514404,0.10248519480228424,0.1380962991238582,0.07692176651744319,0.03946951078075728,22479.5,1750.8,7924.0,21762.4
1880,484893360,0.05041,3.45304,31.596,0.0,0.01994263478592565,0.00029913952178888475,0.1846858710050583,0.10273093730211258,0.16354454331108478,0.07669493093406878,0.03932694631065744,22482.0,1750.8,7924.0,21890.8
1890,487472580,0.05068,3.37859,29.33,0.0,0.01994176392804955,0.00029912645892074324,0.15815836191177368,0.1000569686293602,0.1419740675992523,0.059906914836595965,0.03643039358222268,22476.6,1750.8,7924.0,22005.5
1900,490051800,0.05094,3.48326,32.566,0.0,0.01994088653111014,0.00029911329796665205,0.15315541625022888,0.10932040214538574,0.13648505380687914,0.05955808047868198,0.0364473104732626,22467.7,1750.8,7924.0,22120.3
1910,492631020,0.05121,3.3971,29.877,0.0,0.019940002595749046,0.0002991000389362357,0.14959567785263062,0.11651116609573364,0.1349343567148762,0.05381119989943074,0.03648148011235816,22470.4,1750.8,7924.0,22235.0
1920,495210240,0.05148,3.35195,28.558,0.0,0.0199391121226127,0.00029908668183919047,0.15870818495750427,0.09980898350477219,0.14065342565571756,0.06466200659245062,0.036051106189239096,22469.5,1750.8,7924.0,22349.7
1930,497789460,0.05175,3.3964,29.857,0.0,0.01993821511235229,0.00029907322668528433,0.16887637972831726,0.11500413715839386,0.13538663725636593,0.09258393107550876,0.041026613406076336,22469.8,1750.8,7924.0,22464.4
1940,500368680,0.05202,3.43101,30.908,0.0,0.019937311565623797,0.00029905967348435694,0.1323312520980835,0.09698358923196793,0.1148797462995195,0.05623612357930835,0.034402092053855714,22468.8,1750.8,7924.0,22579.1
1950,502947900,0.05228,3.48086,32.488,0.0,0.019936401483087986,0.0002990460222463197,0.14710968732833862,0.1031995341181755,0.13176177874694922,0.055308150075199194,0.035512220385806696,22466.9,1750.8,7924.0,22693.8
1960,505527120,0.05255,3.50311,33.219,0.0,0.019935484865410386,0.00029903227298115577,0.15357398986816406,0.10579703748226166,0.130109446470942,0.07177847331581189,0.03939071766036747,22470.5,1750.8,7924.0,22808.5
1970,508106340,0.05282,3.55999,35.163,0.0,0.019934561713261318,0.0002990184256989197,0.16915370523929596,0.11378499120473862,0.1491580507439074,0.07061581374343442,0.037698873971546774,22466.8,1750.8,7924.0,22923.3
1980,510685560,0.05309,3.42329,30.67,0.0,0.019933632027315875,0.0002990044804097381,0.16679427027702332,0.0967518612742424,0.153793631627687,0.05401029555357259,0.03636160784906987,22469.6,1750.8,7924.0,23038.0
1990,513264780,0.05336,3.44975,31.493,0.0,0.019932695808253943,0.0002989904371238091,0.17807751893997192,0.10006991028785706,0.15527931109006277,0.077703143164932,0.04077117298861765,22472.7,1750.8,7924.0,23152.7
2000,515844000,0.05363,3.49351,32.901,0.0,0.019931753056760163,0.0002989762958514024,0.1454312801361084,0.12158799171447754,0.11790510985009403,0.07568230058178488,0.03960903549709764,22468.9,1750.8,7924.0,23267.4
2010,518423220,0.05389,3.46628,32.017,0.0,0.019930803773523968,0.0002989620566028595,0.16576868295669556,0.11170659959316254,0.1431074929180031,0.07438431797449888,0.03919553687391806,22478.3,1750.8,7924.0,23395.9
2020,521002440,0.05416,3.38202,29.43,0.0,0.01992984795923956,0.0002989477193885934,0.15291544795036316,0.11216344684362411,0.1275721716858718,0.07540301516747772,0.03835837277548203,22476.1,1750.8,7924.0,23510.5
2030,523581660,0.05443,3.6367,37.966,0.0,0.019928885614605926,0.0002989332842190889,0.17419391870498657,0.10749276727437973,0.1538002560057982,0.07340108631443715,0.037293536485190876,22476.9,1750.8,7924.0,23625.3
2040,526160880,0.0547,3.51205,33.517,0.0,0.01992791674032682,0.0002989187511049023,0.15964069962501526,0.10334248095750809,0.14418764972032325,0.057533911578473915,0.03812286338092086,22483.3,1750.8,7924.0,23739.9
2050,528740100,0.05497,3.47792,32.392,0.0,0.019926941337110777,0.0002989041200566616,0.15872682631015778,0.09704635292291641,0.14086576378296387,0.06327530824114566,0.03740265279170599,22479.5,1750.8,7924.0,23854.5
2060,531319320,0.05523,3.45244,31.577,0.0,0.0199259594056711,0.0002988893910850665,0.14741668105125427,0.10704239457845688,0.13050849782170157,0.057947387305345335,0.037248024329592545,22478.9,1750.8,7924.0,23969.2
2070,533898540,0.0555,3.39698,29.874,0.0,0.019924970946725875,0.0002988745642008881,0.1443668156862259,0.1074562594294548,0.12073338890755161,0.0688502871265603,0.03953879161523687,22484.0,1750.8,7924.0,24083.8
2080,536477760,0.05577,3.39777,29.897,0.0,0.01992397596099795,0.0002988596394149692,0.15924496948719025,0.10999645292758942,0.13213973801464796,0.07929072294240236,0.04088943335240848,22485.1,1750.8,7924.0,24198.4
2090,539056980,0.05604,3.44335,31.292,0.0,0.01992297444921496,0.00029884461673822433,0.19200913608074188,0.09960714727640152,0.16588906283302532,0.08788905839313657,0.04133774743752101,22476.4,1750.8,7924.0,24313.1
2100,541636200,0.05631,3.50095,33.147,0.0,0.0199219664121093,0.0002988294961816395,0.1569424718618393,0.10992918908596039,0.13843569803293848,0.06424158834550124,0.03728730108978581,22478.9,1750.8,7924.0,24427.8
2110,544215420,0.05657,3.28282,26.651,0.0,0.01992095185041815,0.0002988142777562722,0.1663990467786789,0.0962686836719513,0.1508328367289384,0.0610504270650172,0.035948726504394644,22482.2,1750.8,7924.0,24542.5
2120,546794640,0.05684,3.46867,32.094,0.0,0.01991993076488344,0.00029879896147325157,0.17150194942951202,0.10438528656959534,0.15462590494536713,0.06452476649122144,0.03784231353919466,22479.1,1750.8,7924.0,24657.1
2130,549373860,0.05711,3.38565,29.537,0.0,0.0199189031562519,0.00029878354734377843,0.15172642469406128,0.1150650605559349,0.13645161005247494,0.05557438335867068,0.03710913286146775,22480.4,1750.8,7924.0,24785.6
2140,551953080,0.05738,3.30941,27.369,0.0,0.019917869025275,0.0002987680353791249,0.17084860801696777,0.1033434048295021,0.15514203191268502,0.06069776348969808,0.03872704001512131,22482.2,1750.8,7924.0,24900.2
2150,554532300,0.05765,3.33463,28.068,0.0,0.019916828372709,0.00029875242559063495,0.14702047407627106,0.09911099076271057,0.1291781805384755,0.06100616531363602,0.035333498901105966,22480.8,1750.8,7924.0,25014.9
2160,557111520,0.05792,3.28812,26.792,0.0,0.019915781199314926,0.00029873671798972385,0.16718441247940063,0.1052924171090126,0.1493214863152429,0.06508984575928103,0.038305703624872595,22484.4,1750.8,7924.0,25129.5
2170,559690740,0.05818,3.34395,28.331,0.0,0.019914727505858567,0.00029872091258787846,0.14938706159591675,0.10980217158794403,0.13283690300142642,0.05825207861630766,0.03637710439897372,22476.3,1750.8,7924.0,25244.3
2180,562269960,0.05845,3.53858,34.418,0.0,0.019913667293110487,0.00029870500939665725,0.184182807803154,0.10919378697872162,0.170883595449568,0.05690604523257794,0.03929916442776156,22477.8,1750.8,7924.0,25358.9
2190,564849180,0.05872,3.38632,29.557,0.0,0.019912600561846013,0.00029868900842769017,0.1621459275484085,0.09808782488107681,0.148406977753508,0.05526669252104402,0.03603456984188158,22476.8,1750.8,7924.0,25473.6
2200,567428400,0.05899,3.32652,27.841,0.0,0.019911527312845234,0.0002986729096926785,0.1728261560201645,0.10390978306531906,0.15860937825560553,0.058461469472726804,0.036863126417194365,22482.1,1750.8,7924.0,25588.2
2210,570007620,0.05926,3.41525,30.425,0.0,0.01991044754689302,0.0002986567132033953,0.14151506125926971,0.10332131385803223,0.12429481244111401,0.05714166204574896,0.03690695837718132,22477.0,1750.8,7924.0,25702.8
2220,572586840,0.05952,3.29896,27.084,0.0,0.01990936126477899,0.00029864041897168485,0.15371374785900116,0.09977394342422485,0.13950958307412703,0.054655628952135445,0.03531817735560865,22477.8,1750.8,7924.0,25817.5
2230,575166060,0.05979,3.40175,30.017,0.0,0.01990826846729754,0.00029862402700946307,0.15354259312152863,0.1147056594491005,0.12500307972809263,0.07941047995191178,0.041352096956962375,22188.5,1750.8,7924.0,25932.3
2240,577745280,0.06006,3.44252,31.266,0.0,0.01990716915524783,0.00029860753732871743,0.14396493136882782,0.10369909554719925,0.12544536571207573,0.06010570690747144,0.03788795286282036,22477.2,1750.8,7924.0,26046.9
2250,580324500,0.06033,3.35389,28.614,0.0,0.019906063329433777,0.00029859094994150664,0.1487187147140503,0.10185804218053818,0.13344166953987174,0.05500151246715759,0.03648980211996764,22469.0,1750.8,7924.0,26161.6
2260,582903720,0.0606,3.43004,30.878,0.0,0.019904950990664062,0.0002985742648599609,0.17329835891723633,0.11576913297176361,0.1589861354450801,0.058959833183235624,0.03668380637045534,22475.3,1750.8,7924.0,26290.1
2270,585482940,0.06086,3.37456,29.211,0.0,0.019903832139752137,0.000298557482096282,0.15847431123256683,0.1004713773727417,0.14205482458903118,0.061158010963443386,0.03518661719626709,22477.2,1750.8,7924.0,26404.8
2280,588062160,0.06113,3.4336,30.988,0.0,0.019902706777516214,0.0002985406016627432,0.19997385144233704,0.10314923524856567,0.18058167852518514,0.07570503129398101,0.0419047190557037,22481.2,1750.8,7924.0,26519.4
2290,590641380,0.0614,3.47371,32.256,0.0,0.01990157490477926,0.0002985236235716889,0.15745122730731964,0.12108281254768372,0.1415436950329526,0.05827523091096999,0.03763611787659268,22476.4,1750.8,7924.0,26634.1
2300,593220600,0.06167,3.35788,28.728,0.0,0.019900436522369006,0.0002985065478355351,0.1422160565853119,0.10011449456214905,0.12785534173319402,0.05179315954253869,0.03545580518719204,22469.3,1750.8,7924.0,26748.9
2310,595799820,0.06194,3.44403,31.313,0.0,0.01989929163111795,0.0002984893744667692,0.1421903669834137,0.1061963438987732,0.12661739175819972,0.05373809364049517,0.03682868213472483,22470.1,1750.8,7924.0,26863.5
2320,598379040,0.06221,3.47355,32.251,0.0,0.019898140231863343,0.0002984721034779501,0.1532442420721054,0.10492502897977829,0.13817249859019312,0.05552635506162064,0.03711327652181467,22464.3,1750.8,7924.0,26978.2
2330,600958260,0.06247,3.32097,27.687,0.0,0.019896982325447194,0.00029845473488170787,0.1346798986196518,0.10462899506092072,0.11805491537996515,0.054546621579588055,0.035776224647608344,22468.3,1750.8,7924.0,27092.9
2340,603537480,0.06274,3.5201,33.788,0.0,0.019895817912716274,0.00029843726869074405,0.17730718851089478,0.10638899356126785,0.15120507312439835,0.08149166335110382,0.04478763549559862,22465.7,1750.8,7924.0,27207.6
2350,606116700,0.06301,3.42859,30.833,0.0,0.019894646994522116,0.0002984197049178317,0.13965284824371338,0.1034635528922081,0.12280471399655772,0.05658049588375912,0.03568815098641251,22475.0,1750.8,7924.0,27322.3
2360,608695920,0.06328,3.37373,29.187,0.0,0.019893469571721,0.00029840204357581496,0.16173893213272095,0.10433181375265121,0.14341752234609478,0.06385785127333414,0.03981422931044202,22465.1,1750.8,7924.0,27437.0
2370,611275140,0.06355,3.433,30.969,0.0,0.019892285645173976,0.0002983842846776096,0.15482044219970703,0.1045413687825203,0.13894345794871485,0.057433468640716114,0.03750904024492874,22468.8,1750.8,7924.0,27551.8
2380,613854360,0.06381,3.3998,29.958,0.0,0.019891095215746838,0.0002983664282362025,0.14373525977134705,0.09829770028591156,0.12681109162157794,0.0574502230206593,0.03671341259796948,22474.2,1750.8,7924.0,27680.3
2390,616433580,0.06408,3.37692,29.281,0.0,0.01988989828431014,0.0002983484742646521,0.15021087229251862,0.09726256877183914,0.1334927133645995,0.05945518098099928,0.035387186880286144,22465.5,1750.8,7924.0,27795.0
2400,619012800,0.06435,3.30753,27.318,0.0,0.0198886948517392,0.0002983304227760879,0.1358116716146469,0.09708890318870544,0.11792116009304467,0.057535812685411664,0.035710776003881346,22471.4,1750.8,7924.0,27909.7
2410,621592020,0.06462,3.3265,27.841,0.0,0.01988748491891407,0.000298312273783711,0.1507122814655304,0.09724707901477814,0.13174081448595548,0.06360393568829568,0.03715824855919524,22471.2,1750.8,7924.0,28024.4
2420,624171240,0.06489,3.34662,28.407,0.0,0.019886268486719573,0.00029829402730079357,0.15407489240169525,0.10806583613157272,0.13727718834928349,0.05936132802299059,0.03866838381254974,22469.3,1750.8,7924.0,28139.1
2430,626750460,0.06515,3.45025,31.508,0.0,0.01988504555604528,0.00029827568334067915,0.16840609908103943,0.11218293011188507,0.152407673588383,0.06066083360879327,0.039109699184176186,22470.6,1750.8,7924.0,28253.8
2440,629329680,0.06542,3.41909,30.542,0.0,0.01988381612778551,0.00029825724191678263,0.1598367542028427,0.10238535702228546,0.13556963869441524,0.0750756162880686,0.04038183858620086,22475.7,1750.8,7924.0,28368.6
2450,631908900,0.06569,3.36574,28.955,0.0,0.01988258020283934,0.00029823870304259006,0.17014062404632568,0.09945183992385864,0.1553596218335734,0.05958012113184898,0.03651661429279016,22474.5,1750.8,7924.0,28483.2
2460,634488120,0.06596,3.42391,30.689,0.0,0.019881337782110594,0.00029822006673165886,0.1694525182247162,0.10886112600564957,0.15198833287914168,0.06444386655649063,0.03970011088693428,22475.3,1750.8,7924.0,28597.9
2470,637067340,0.06623,3.28433,26.691,0.0,0.019880088866507852,0.0002982013329976177,0.14645063877105713,0.10237947851419449,0.12648748690971223,0.06373036704991399,0.03805239877674048,22478.2,1750.8,7924.0,28712.5
2480,639646560,0.0665,3.40559,30.132,0.0,0.01987883345694443,0.00029818250185416643,0.14115266501903534,0.09553062170743942,0.12681564430086084,0.0515359899294024,0.035354388697759365,22480.8,1750.8,7924.0,28827.2
2490,642225780,0.06676,3.32733,27.864,0.0,0.01987757155433841,0.0002981635733150761,0.14744782447814941,0.10120466351509094,0.13258473911317292,0.054032734554652594,0.03613203850601623,22476.3,1750.8,7924.0,28941.8
2500,644805000,0.06703,3.44037,31.198,0.0,0.01987630315961261,0.00029814454739418914,0.14275424182415009,0.10336703807115555,0.12324690416661224,0.061862338511210535,0.03760483457107003,22187.9,1750.8,7924.0,29056.6
2510,647384220,0.0673,3.33487,28.075,0.0,0.019875028273694605,0.000298125424105419,0.15757374465465546,0.09946213662624359,0.13757314859302278,0.06741421262212019,0.03760900509455423,22481.9,1750.8,7924.0,29185.1
2520,649963440,0.06757,3.29477,26.971,0.0,0.019873746897516708,0.00029810620346275063,0.14873109757900238,0.10842717438936234,0.1324009555279376,0.05672912492562942,0.037901968932849237,22480.7,1750.8,7924.0,29299.7
2530,652542660,0.06784,3.41261,30.344,0.0,0.019872459032015982,0.00029808688548023973,0.19182458519935608,0.11478566378355026,0.14884033586050582,0.10862183803318266,0.05399761895273733,22478.1,1750.8,7924.0,29414.3
2540,655121880,0.0681,3.36844,29.033,0.0,0.01987116467813424,0.0002980674701720136,0.17552700638771057,0.09927736222743988,0.16006105916870983,0.0621316159113485,0.03756106591548844,22486.9,1750.8,7924.0,29529.0
